id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
UgxE1Y9dJO7dMfkOCJ54AaABAg,0.194,0.779,0.027,-0.872,"There's a lot of old musicians who never got very big hits but it was their livlihood, who might starve or freeze in their 70s if they don't at least get their music rights til death. But otherwise a lot of sense.",0,2023-06-20T00:53:04Z
Ugy9gb1UNkqIiM5chW94AaABAg,0.0,1.0,0.0,0.0,"Re: GIF pronounication: I concur - should be  gif, not jif, because although the letters look jif-fy, it stands for ""Graphics Interchange Format"", so ""G""-raphics, ""G""-IF, cuz it makes sense for graphics formats! 🎨",1,2023-06-20T00:34:57Z
UgzJ8_zRB7Dultp3Gwd4AaABAg,0.282,0.718,0.0,-0.6705,Jay foreman being in the video for the sole purpose of being a deadpan scared and screaming,1,2023-06-19T19:15:02Z
UgxX3YZU-rXAsqbdrsR4AaABAg,0.0,0.9,0.1,0.2235,"copyright should not be a thing.  no one should be paid in near perpetuity for ""work"" they did once.",0,2023-06-19T13:41:59Z
UgzP0ThdjXfG7dMS37l4AaABAg,0.171,0.829,0.0,-0.4767,...isn't the point of copyright systems to account for the fact that the world is broken?,0,2023-06-19T04:30:40Z
UgxxZdVOQJmWr4L2Z4N4AaABAg,0.291,0.709,0.0,-0.8126,"50 year copyright expiration is a bad idea. Copyright should expire on the death of the artist, not before, not after.",0,2023-06-19T03:36:46Z
UgyxsO3pfm1PgnfGSUV4AaABAg,0.0,1.0,0.0,0.0,"""...or one of the worlds largest advertising firms""
*BOOM* 
*ADVERTISMENT*




I see what you did there.",0,2023-06-19T03:12:14Z
Ugz6IFiAQSfhDI1PtO14AaABAg,0.151,0.815,0.034,-0.7096,"Video game developers know their place. 
If they were to take their games off YouTube and steaming they’d go bankrupt. I think society needs to hold companies accountable for nonsense that legally hasn’t caught up to the times.",1,2023-06-18T18:43:47Z
UgxmJBZylIRv5jRJLgl4AaABAg,0.0,1.0,0.0,0.0,Google needs to take this all to court to fix copyright law or in my opinion abolish it all together,0,2023-06-18T18:31:54Z
Ugx1GxoeLnf1QC-G1Et4AaABAg,0.0,0.964,0.036,0.0644,"This is the legal system in all aspects, in a nutshell - who can afford to go after who, and who can and cannot afford to defend themselves. But I wonder how using an LLC affects that?",2,2023-06-17T07:05:34Z
UgyAiShH63LMMD-cLGB4AaABAg,0.268,0.732,0.0,-0.296,Always remember. The default answer is no.,0,2023-06-16T18:37:24Z
UgzyfRs8Sr3OMV3BPL94AaABAg,0.0,1.0,0.0,0.0,So copyright is a legecy law from the old world that needs updating,0,2023-06-16T15:51:19Z
UgxUVeTsrnf9uFaKP554AaABAg,0.304,0.696,0.0,-0.5423,"It's real bad what is done with people, chumps.",0,2023-06-15T23:52:03Z
UgzdB_XgUkL_7ihsu7p4AaABAg,0.106,0.867,0.027,-0.8769,Here in the US copyright is 70 years + an additional 20 years for a total of 90 years. That's absurd. If copyright laws were written by a SMART person here's how they would go: The copyright shall remain in effect for the entire life of the creator. Should the creator have any children/next of in they should be able to renew the copyrighted work in question for an additional 10 years. Should they fail to renew the copyright within 5 years of the creator's death the copyrighted product in question shall automatically enter into the public domain. Should the creator die with no children/next of kin the copyright shall automatically be forfeit and enter into the public domain.,1,2023-06-15T19:12:35Z
UgwxMQAlcReC2mHfFRt4AaABAg,0.0,0.873,0.127,0.7003,"Copyright issues are worldwide dealt with under the Madrid treaty. Ask my former freelance clients they are managing the entire IP and copyrights of the Alphabet group of companies so Google, Youtube, Nest, Waymo, etc. 
And became filthy rich by doing so.",0,2023-06-15T19:03:07Z
UgwTBqgqNsagmYITOmx4AaABAg,0.223,0.777,0.0,-0.765,14:31 Are we really going to use TheQuarterInch as an example? That basement-pissing nazi is worse than anything he tries to put in a bad light.,2,2023-06-14T18:30:42Z
Ugxw1hxesPpDT4qIush4AaABAg,0.098,0.867,0.035,-0.5106,Big Pharma on a normal basis get 20 years and a further 20 years if they want to get it.. it's a sin to be fare as you watch the prices fall on drugs after copyrights end.,0,2023-06-14T18:03:35Z
Ugy-i38RCZFtmPxi1Np4AaABAg,0.092,0.862,0.046,-0.3182,It could be worse I suppose ... lets say i record my kitchen overhead fan to go along with my visuals.. I am actually contemplating this... ONLY to find a copyright strike against me because the newest latest Youtube algorithm detects the HUM to be of a SPECIFIC make and model....,0,2023-06-14T17:58:01Z
UgxgSb306XZ0ZAXYvxt4AaABAg,0.078,0.816,0.106,0.2885,"27.43.. Teenagers think they have the right....  I have to disagree with you on this.. Youtube is making Hand Over Fist as they say on EVERYTHING.. If a teen can generate millions of views then so be it if they potentially could become wealthy off it Youtube and copyrighted music simply gets a natural BOOST... this is all about GREED and monopoly than Protecting artists and creators..
In my humble opinion.",0,2023-06-14T17:47:06Z
Ugzstznqv0e3XJlcqrJ4AaABAg,0.0,1.0,0.0,0.0,Imagine all open sorce coders taking this mentality and removing their works fron github.,0,2023-06-14T06:46:12Z
UgzUuUnZSrD1NDc7HVN4AaABAg,0.252,0.748,0.0,-0.4678,did you just call new Zealanders naive. i mean your right but im still offended,0,2023-06-13T08:37:06Z
UgxFmDOeh-tNvdspP2t4AaABAg,0.12,0.652,0.228,0.4588,Incredible video and all information I had no idea of. Love your idea for a fix.,0,2023-06-13T04:42:45Z
UgwBw40eSaC7m4fRXG14AaABAg,0.0,1.0,0.0,0.0,we need a 2023 update version of this to see if there has been any changes,0,2023-06-12T22:59:18Z
UgwSUO5TYNWhrm4urvF4AaABAg,0.0,0.0,1.0,0.5859,Brilliant,1,2023-06-12T19:51:19Z
Ugw0d-TQ1L640-Wm7D94AaABAg,0.0,1.0,0.0,0.0,I must have seen this twenty times already,1,2023-06-10T17:46:17Z
UgxwQa9m1uoeHBiq9it4AaABAg,0.0,1.0,0.0,0.0,"So if I retune a pop song and give it new lyrics, will that be transformative?",0,2023-06-09T14:24:25Z
Ugw69D5bqEQauwlhUGV4AaABAg,0.0,0.896,0.104,0.296,Look ik you got a new thumbnail but I don’t need to be recommended this video again. I’ve already seen is twice.,3,2023-06-08T01:36:26Z
UgwXYfKpoWl77LUJciJ4AaABAg,0.0,1.0,0.0,0.0,that music creator pirated his samples.,0,2023-06-07T14:59:26Z
Ugzzvl5r0_svEfAa76F4AaABAg,0.0,0.876,0.124,0.8638,"30:50 I love that he put the text above where the captions are so those that require/enjoy captions don't have to turn them off to read the text, turn them back on, and rewind. It is one of the most common things I see where people put text right under the captions, which are unmoveable on mobile devices. His videos are always so well thought out and lots of people appreciate your work.",21,2023-06-07T03:24:26Z
UgzCZMNIoRS2QGZXRy14AaABAg,0.0,0.848,0.152,0.3612,imagine some kid does a cover of a song they like and then BAM you owe £200.000.000,1,2023-06-07T01:14:54Z
UgxQH0VAbbCmB4h60gN4AaABAg,0.0,0.423,0.577,0.6249,this video is great,1,2023-06-06T16:41:37Z
UgwvBzWfTPqYDWkdaRF4AaABAg,0.0,0.909,0.091,0.3612,"When it comes to Orphaned works specifically, I say upload them all to something like the Pirate Bay/Minecrafts Uncensored Library, and let them live on for Eternity",0,2023-06-06T15:41:08Z
UgxOkqQHXqGMWIzCApl4AaABAg,0.0,0.829,0.171,0.6966,"So if I thumb's up a video breaking copyright, could I get sued as well for the thumb's up? (indicating I had watched it for free and not paid the owner for watching it?)",1,2023-06-06T10:22:21Z
Ugxx4biKDdrtgW7Gvg14AaABAg,0.0,0.854,0.146,0.8555,"17:36 Yes it does but if I remember correctly it actually increases sales because people see games played online that they would normally have never bought, see it's fun and buy it.

And that even works for non-multiplayer story driven games because seeing something and acting yourself within that video game world is two very different pairs of shoes...",2,2023-06-06T08:44:52Z
UgwfeAD0tfHNFZVYFp94AaABAg,0.09,0.86,0.05,-0.3919,"This makes a lot of sense, copyright needs updating.  And a good balance need to be struck to allow for individuals to defend themselves should the need arise.

I also suspect that many infringements by smaller individuals probably happened a lot in the past, but without the internet nobody or not enough people knew or could bothered to track them down, because it meant physically running around.",2,2023-06-05T12:26:51Z
Ugx_EGb1N1FZffBk5uB4AaABAg,0.085,0.915,0.0,-0.2144,I have problems not with how copyright laws were written or intended but form they are utilized and enforced in modern day.,0,2023-06-05T11:11:05Z
Ugw4D2jz_hJm_M2FVuN4AaABAg,0.0,1.0,0.0,0.0,"video games are interactive, showing footage isnt copyright as it doesent provide that base element of input",0,2023-06-05T10:22:52Z
UgxpLKBYjvHaYdv6WEN4AaABAg,0.0,0.806,0.194,0.6239,Wow this guy is a genius when it comes to YouTube retention and attention grabbing dialogue and editing! Bravo,3,2023-06-05T07:02:55Z
UgyF2tIvVXomGne4jkR4AaABAg,0.325,0.675,0.0,-0.6486,"Who was the person waving the cross and saying ""No copyright infringement intended""?",1,2023-06-02T21:43:46Z
UgxgIlrNkbm0xjk6vk14AaABAg,0.0,1.0,0.0,0.0,13:40 have I heard this Micheal zhang guy before? Or is it just me?,1,2023-05-31T21:31:13Z
UgwIb7ah41vDSbswYTV4AaABAg,0.062,0.893,0.045,0.1406,"Tom's proposed solution to the problem of excessive copyright duration raises an awkward ethical question. If a musician wrote a song or cut a record in 1970, say, he might - quite reasonably - have thought that this would bring in a handy few shillings for him throughout his life AND do the same for his children. (He probably wouldn't have considered any further down the family tree.) He would have relied upon the law as it stood, which is EXACTLY what we demand of all citizens. It would therefore be grossly unfair to change the copyright duration *retrospectively*, so Tom's 50-yr. rule would only apply to works published after the date of the rule's enactment. Therefore, the rule-change would only start to bear fruit 50 years afterwards, and it would only apply to a small portion of ""classic"" songs (because I believe that, in fifty years time, we'll still consider the 60s and 70s to be the golden age of pop and rock). It would still be worth doing, mind, as it would pay off eventually, to some extent, but would the punters be satisfied with this outcome, or would they demand retrospective law-changes, regardless of jurists' objections?",1,2023-05-30T21:53:54Z
Ugy5T-dWgHoqcwaNgyJ4AaABAg,0.0,1.0,0.0,0.0,The thumbnail changed.,3,2023-05-30T18:48:58Z
Ugx6z0oQzkW9OReAwfV4AaABAg,0.649,0.351,0.0,-0.5719,This is horrifying.,0,2023-05-30T13:38:35Z
Ugxu18Y_XZIWBZVeUFZ4AaABAg,0.045,0.917,0.038,-0.0772,"If only copyright was forever, we could finally sue Disney on their unfair use of fairytales like the Grimm Brother's ones (who also only compiled them and didn't invent them at all but it's the closest we will get to an owner for these)",1,2023-05-30T09:57:28Z
Ugz3TUvvotPXG-uN1FB4AaABAg,0.0,1.0,0.0,0.0,Gotta get me one of those lawyers 😂,0,2023-05-29T06:53:00Z
UgwwvL3j82wGEkrZwbN4AaABAg,0.0,1.0,0.0,0.0,WHY DID YOU CHANGE THE THUMBNAIL,2,2023-05-27T05:21:20Z
UgyidnwYHJVgJOZqh-94AaABAg,0.242,0.758,0.0,-0.8402,"I know you are optimistic/realistic, but it makes no sense that patents last shorter than copyright. Copyright should be 4-12 years. That would ruin a industry.

So be it.",0,2023-05-26T20:08:18Z
UgxOYHWctNhVlqj_Dbl4AaABAg,0.09,0.813,0.097,0.1205,"That of games is an interesting one. There you get truly into the grey area. Is a game not a medium, like a piano. You can’t copyright a medium, or is it like a song, like the acts or the levels you are pursuing. The game as a platform of social media is not copyright, if logic holds. The game as a cause and effect of different chapters is copyright",0,2023-05-26T19:43:31Z
UgyCC8ev04uY_5aNKeF4AaABAg,0.061,0.831,0.109,0.3612,"20 years with a limited amount of extension terms (5 years each) in cases such that a copyright holder/author is still relying on that income, would be, to me, ideal.",0,2023-05-26T19:22:59Z
UgymkqIm9Xm3gOUWRa94AaABAg,0.074,0.817,0.109,0.2278,"I think the worst part about copyright law is that its used specifically to _take money_ from people who use stuff without permission, when instead the main goal should be to _prevent theft._ Its just another money-taking scheme for already rich companies and individuals more often than not. :(",10,2023-05-25T23:42:48Z
Ugx-vqhhsINkwo52ZyZ4AaABAg,0.0,0.802,0.198,0.6369,"15:11 I can't tell you how much I love the fact that for the aside, he actually took us aside.",1,2023-05-25T23:09:43Z
UgwlVHN_c-ssEnVPOed4AaABAg,0.0,1.0,0.0,0.0,Referring to mumbo jumbo as Ollie cracks me up far too much.,0,2023-05-25T17:37:40Z
Ugyo6s4UY0yEmDsSbNx4AaABAg,0.0,0.816,0.184,0.8417,"I agree some level of IP is necessary, but it's gone way too far and I will NEVER change my mind on this. 

Fair Use categories and access needs to be greatly expanded. 

Lawyers will weaponize anything so they can make some corrupt easy money.",0,2023-05-25T00:38:37Z
UgyYg7NbRetYU2L44RR4AaABAg,0.0,1.0,0.0,0.0,I don't get why YouTube shows me this as a new video...,0,2023-05-24T12:32:48Z
Ugxq_9wArVpMD-1KN4x4AaABAg,0.0,1.0,0.0,0.0,"Maybe it should be 50 years for patents, too?",0,2023-05-24T11:50:43Z
Ugz32mN84vfNr-S0wY94AaABAg,0.015,0.91,0.075,0.8268,"Twenty years? Holy smokes. That would mean most of U2, The Rolling Stones, and Metallica's catalog would be public domain. They're all still writing new albums and touring! Metallica has bought back the rights to all their music from the labels and set up their own called Blackened Records. That's happening a lot, actually. I am a musician and I dabble in photography. So, if I write a song or take a picture today, that means when I'm 50, it would not be mine anymore. No, that's too short. Twenty years isn't enough. I think patent law should be increased to lifetime and copyright should be reduced to lifetime. While you're alive, it's yours. After that, you should have made enough money to set up a trust for your descendants. You wrote the song. Not them. So make your money while you're alive and then that's it.",0,2023-05-24T09:54:14Z
Ugw7O_z74xrhvg47JiN4AaABAg,0.0,1.0,0.0,0.0,Why did the thumbnail change?,7,2023-05-21T18:29:46Z
UgzmjAF8V6wqZISZK5p4AaABAg,0.0,0.559,0.441,0.6486,Yes please make it 50. I want to dishonour some rock music.,0,2023-05-21T12:52:06Z
UgwJcHOtH41fV2vb1oJ4AaABAg,0.0,0.765,0.235,0.5106,I like how coincidently this shows up in my recommended while business central drama is going on.,0,2023-05-21T11:22:39Z
UgxQJmjtSfRcRosM1Eh4AaABAg,0.0,1.0,0.0,0.0,"If the copyright system dont work for the modern world, then its time to change the copyright system.",0,2023-05-21T01:39:59Z
Ugx6X3b7eU733-NEihx4AaABAg,0.0,1.0,0.0,0.0,Did the video thumbnail change?,6,2023-05-20T00:13:06Z
UgzzM9lp_-_Qgu25gVB4AaABAg,0.444,0.556,0.0,-0.4588,Tom's face on thumbnail looks uncomfortably serious,1,2023-05-19T16:58:54Z
UgyHrjb79PyHpmBUQWB4AaABAg,0.0,0.869,0.131,0.6199,"How can you be sued and if you live in another country? Or in the US, a different state. If the plaintiff wins, how do they get the compensation?",0,2023-05-17T20:32:26Z
UgyJdDSyuWGcpfPVoPJ4AaABAg,0.0,0.629,0.371,0.8957,19:13 Fun fact: Mystery Science Theater recently bought a software called “Endcrawl” to help make their end credits. Fun fact 2: My dad co-founded Endcrawl,0,2023-05-17T18:47:06Z
Ugy4wGVwmQPP4jeuDpl4AaABAg,0.0,0.799,0.201,0.3668,"since you like technicalities: maybe the ""copyright system"" of youtube isnt broken, but its enforcement is.",0,2023-05-17T09:31:32Z
UgyEIwZIV8wZNLE7L_Z4AaABAg,0.0,1.0,0.0,0.0,Is it just me or has this thumbnail changed?,4,2023-05-15T22:20:35Z
UgwDx4LXuWFfaigFjCt4AaABAg,0.0,0.239,0.761,0.4926,good stuff!,0,2023-05-15T14:37:32Z
UgxXizsxUtvp1M1BpFp4AaABAg,0.0,1.0,0.0,0.0,Maybe it should be called 'copywrong'?,2,2023-05-14T17:32:03Z
UgxRKVfaGM0ZYClabpl4AaABAg,0.082,0.845,0.073,-0.0772,"I'd like to copyright my private thoughts into perpetuity. If I see anyone say something I thought, we are going to have to have a court sort out whether I'm just a weirdo or not.",0,2023-05-13T19:07:31Z
Ugz9vUd-0hD9j6qb-ut4AaABAg,0.108,0.686,0.205,0.9234,"You'd be forgiven for thinking copyright is designed to be a playground for vexatious litigants. We hear it wouldn't be fair if people did this or that, then in the next breath, it may not be fair but that's how it is. It's a joke. There is no legal test. Of course only the rich can play when every transgression is a full blown trial, it's a joke. Really it violates our constitutional rights by denying almost everyone to equal protection of the law. You can almost say it is equal, in its maltreatment, then the old money gets extra special super duper rights.",0,2023-05-13T19:00:34Z
