snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"Beautifully put, Tom. I hope at least some of this is heeded.",0.01079179,0.1452859,0.8439223,0.412,0.492,0.095,-0.8647
Mumbo Jumbo can just build a new redstone system,0.056634724,0.8297741,0.11359117,0.743,0.257,0.0,-0.8647
As someone who takes photgraphs I agree with Tom that copyright is a mess in the internet and because it is territorial law in a global world. US lawyers will sue at the drop of the hat and the only people who make serious money on this are the scumbag lawyers.,0.80376756,0.17722042,0.019011982,0.166,0.758,0.076,-0.8641
Just dont use other peoples content. If you do expect to get sued.,0.73964125,0.24946365,0.01089507,0.114,0.845,0.041,-0.8638
"If youtube is teetering between lazy, thoughtful reviews and criticisms why doesn't it ever take it self seriously as a publisher and not as a platform then and stop using bandaids. If money is indefinitely involved then you can't have any amount of stability that is constantly offered to their creators that specifically cater towards to them is a colossal liability on their part and a massive oversight in the longterm. Youtube became a problem ever since money and revenue had been involved and is no longer a place for freedom of expression or creativity and its a obvious trend that has no end in sight as long it continues. i don't even doubt there is money laundering and embezzlement involved from taking labor of love from both creators and constituents alike and stealing property outright from them and bolstering their own in tandem even protected or licensed 'they' get to pick who can or can not.",0.7534797,0.22477444,0.02174581,0.142,0.775,0.083,-0.8635
What if I touch a photo of an image who owns the rights,0.20356196,0.7679262,0.028511846,0.141,0.859,0.0,-0.8632
"8:29 ""It is what it is.""",0.03921552,0.7562862,0.20449828,0.244,0.728,0.028,-0.863
Ultimately the one financially strong wins.,0.015496026,0.43652838,0.5479756,0.207,0.793,0.0,-0.8625
"Youtube is owned by Google, and i really really doubt Google cant win lawsuits from media companies, or beyond what would actually end up happening; Google influencing politicians to change law.",0.6169908,0.3294757,0.05353349,0.158,0.842,0.0,-0.8622
"Pokimane could be sued, pog",0.61467457,0.37245303,0.0128724575,0.136,0.814,0.049,-0.8622
Your saying if I’m salty I can use any content I want XD,0.0789144,0.6720658,0.24901974,0.271,0.682,0.047,-0.8616
"Great video, awesome. Sad you’re going to be travel restricted now but I’m sure you have a plan",0.029797425,0.11872842,0.8514742,0.202,0.723,0.075,-0.8604
Magical post-scarcity Star Trek space communism™ is my favorite ideology.,0.0013004977,0.033025965,0.9656735,0.315,0.614,0.072,-0.8591
"How are the memes 
Are they safe...?
Are they alright...?",0.13146657,0.77298045,0.09555299,0.267,0.733,0.0,-0.8588
3:00: AAAAAAAAAAAAAAA,0.019861093,0.3899172,0.5902217,0.354,0.581,0.064,-0.8582
"What about that time that Family Guy put a Youtuber's video on an episode. Just wholesale copy/paste of the video. Then, it had Peter Griffon say all the words that the youtuber said over the video.

Then, after they did that, Fox claimed copyright against the original Youtube video?",0.49790946,0.47457296,0.027517598,0.174,0.76,0.066,-0.8579
Nice Legal Eagle cameo!,0.0031867446,0.08569317,0.9111201,0.157,0.752,0.091,-0.8571
Here goes my last inspirations to do art. Thanks,0.015159697,0.37543318,0.6094072,0.35,0.563,0.087,-0.8558
"Map men, map men map map, men men men",0.079837926,0.83017737,0.08998467,0.221,0.734,0.045,-0.8555
the criticism towards Juken was they claimed clips that they both didn't legally own and clip that had been licensed legally,0.4919634,0.49266484,0.015371863,0.398,0.548,0.055,-0.8553
I LOVE your anti corporation rhetoric. Good work!,0.0069998056,0.02180663,0.9711936,0.403,0.518,0.079,-0.8545
"The world's system is broken, yes. But there's also gaping problems in yt's copyright system that they've neglected for a decade.",0.9281414,0.06722764,0.0046309717,0.364,0.57,0.066,-0.8537
yes,0.1385759,0.44127706,0.4201471,0.145,0.754,0.101,-0.8528
"Anti-Copyright gang rise up, lets abolish capitalism and free all creativity, baby.

PS: Thanks for the analysis on Copyright. A lot of people think the informal agreements we get into online are the same thing as the law, so its good to set the record straight.",0.12467751,0.4481111,0.42721143,0.141,0.859,0.0,-0.8525
My brain hurts after watching this video... probably because most of the video don’t have A red shirt besides in the middle,0.9198915,0.07118897,0.008919605,0.399,0.601,0.0,-0.8519
Dr Octopus is going to claim this for the end song. earth people,0.0433236,0.7000929,0.25658348,0.437,0.563,0.0,-0.8519
"I got a copyright infringement for a Farming Simulator 17 stream/video due to the song playing on the in game ""radio station""......... bleh",0.84040743,0.14852196,0.011070707,0.203,0.764,0.034,-0.8519
"I cant unread it. 
Za Warudo Is.",0.44607386,0.45059118,0.103334986,0.354,0.646,0.0,-0.8519
"Nice video, though there are still massive problems...

Like Videos filmed in public, with music being played in the background, e.g. a radio the creator had no control about...",0.5424904,0.3643389,0.09317061,0.235,0.765,0.0,-0.8519
Long story short; Hollywood studios have money and small independents don’t,0.5255404,0.4326637,0.041795887,0.312,0.612,0.075,-0.8519
"This is such a difficult issue. I don't think someone should lose his idea in his lifetime. If a song gets played 70 years after creation, it shows that it hit a nerve and this should be rewarded accordingly. Everybody is free to listen to another song.
At the same time there is something like cultural influence, especially when things become part of pop culture. There is a different creative height in the whole movie of Star Wars than in the likeness of Darth Vader used in a context which admits the existence of Star Wars as a movie, eg. playing on TV in the background. A song in CD quality is different from a song playing in the room at a wedding. Purpose should matter. The solution wouldn't be simpler, but it would allow to acknowledge the existence of the original material without losing all revenue to its creator.",0.15195902,0.6196864,0.22835462,0.138,0.74,0.122,-0.8515
24:37 how ironic,0.08393986,0.5801422,0.33591798,0.256,0.744,0.0,-0.8514
Every single on of your asides are perfect.,0.005657516,0.08041923,0.91392326,0.458,0.542,0.0,-0.8512
see guys what means bad weather !,0.71999806,0.25371435,0.0262876,0.236,0.722,0.042,-0.8494
"The legal system is pay-to-win.

That's the real problem.",0.8557034,0.13465758,0.009639004,0.291,0.709,0.0,-0.8481
We need to watch less content from big channels like this.,0.769111,0.22019392,0.010695118,0.201,0.769,0.03,-0.8481
What we need to do to promote the progress of arts and science is a graduated compensation system. So in the beginning it is 100% yours and drops 2% per year.,0.04688189,0.59146786,0.36165017,0.158,0.842,0.0,-0.8481
You deserve all the likes and 10 times more subscribers. That's all.,0.012356749,0.1769038,0.8107395,0.217,0.748,0.035,-0.8481
As much as I hate Canon In D (or any other key for that matter) this is an acceptable use of it,0.6069416,0.3407305,0.052327998,0.119,0.818,0.064,-0.8472
"14:40 ""using them commercially"" i think that's one key point you kinda glossed over in the video up to that point. there's no commercial use if i post some picture on my facebook wall or something",0.35172755,0.57240295,0.07586946,0.283,0.614,0.103,-0.8465
"Ugh. Pachebels Canon. Other than that, great video",0.07384027,0.22935781,0.6968019,0.169,0.831,0.0,-0.845
"In regards to video game publishers/developers , I'm happy that it's this way currently because it enables creators to expose the game and its potential flaws, only creating a betterment of the game itself, and popularizing it. In a sense, it's free advertising for the game publisher and creators, at the same time, sure you can criticize and even falsely accuse the game of something it doesn't have, and in that case you-tube could step in and highlight a critic of that said person by either the publisher or the developer, similar to how there's banners for fact checking on certain videos like those containing COV19, the earth being a certain shape etc. I'd much rather a system like that rather than a full on legal action pursuit against creators who simply take footage of a game, even if it doesn't seem transformative, because people want to see the game. They want to know what it is, how it plays and if it's any good. The same thing ""could"" be applied to anything of course, and game developers and publishers do have their own rights, but it's not a question of when they do, but should they do it at all? And to me, the answer is no, it gives players bad faith in the system and only hurts the game in the end.",0.33963564,0.5239203,0.13644405,0.187,0.7,0.114,-0.8442
"19:20 just now realizing MST3K was the mother of all youtube reaction videos 
o_o",0.03469067,0.5737209,0.39158848,0.536,0.464,0.0,-0.8442
"There should probably be some sort of ""common domain"" regulation that lets certain works become common domain i.e.: usable by but not owned by the public or any member of the public except for the holder of the official copyright which would then have sole authority to monetize that work.",0.11902863,0.76693517,0.114036195,0.245,0.701,0.054,-0.8442
"""Startrek space communism""",0.27751553,0.66028863,0.06219584,0.476,0.524,0.0,-0.8442
Copyright Not Intended,0.29727238,0.67380756,0.028920053,0.367,0.633,0.0,-0.8442
This could be resolved if copyrights didn't last so long.  5 or 10 years after the death of the creator should be plenty.   Current copyright law has been twisted into a boon for large media companies at the expense of small creators.,0.4590076,0.45981634,0.08117601,0.365,0.546,0.089,-0.8434
"I think YouTube's copyright system IS broken, but given the legal framework it's built on, how could it be otherwise?


On the subject of Public Domain, I just want to point out the film ""It's a Wonderful Life"". That's a wonderful film, but it would have been destined for obscurity if it never went into the Public Domain (for a time, at least). Putting things into the Public Domain, or at least giving people a license to use your IP without charge or overly restricting it, can be a good way to get it out there.",0.15386386,0.39316565,0.4529705,0.644,0.356,0.0,-0.8426
Great video,0.0052816644,0.04478897,0.9499294,0.135,0.826,0.039,-0.8426
"Please Dude 
I really really like your vids but here you goot few things wrong ... 
The world isnt broken it is what it is ...
You tube sistem is broken by greed and wrong priorities (clearly ) 
copyright ssystem is in most cases a bully scheme 
Disney got all of their work on the back of old folks tails and paid zero on it .... 
What you explained is far complicated for any creative normal person and it is one and for sure not the only one of the reasons why there is less and less creative work on you tube 
Dude be real",0.7246781,0.23241414,0.04290772,0.291,0.709,0.0,-0.8421
